id,line_id,geometry,buildstart,opening,closure,length
244,110,"LINESTRING(-3.81216399439927 40.3453048883825,-3.81786968565299 40.3476422368328,-3.82371801919984 40.3511752842223,-3.82635690140387 40.35264280335,-3.82753370022112 40.35264280335,-3.82899578360787 40.3519905765692,-3.83070749099073 40.3509035179206,-3.83611673034238 40.3463920372781,-3.83807806170455 40.3450330984321,-3.83982542966069 40.3447341282056,-3.8436767712553 40.3451961725337,-3.84945378365555 40.3455766772572,-3.85173606016045 40.345304888389,-3.85433928179111 40.3448156656704,-3.85929610107331 40.3417715334848,-3.86514315439251 40.3409860981617,-3.86885185371082 40.3404968441212,-3.87227526845967 40.3394367815281,-3.87256055302907 40.338458247434,-3.87206130503682 40.3354410112881,-3.87170469932772 40.3338264998617,-3.86942242282282 40.3325760442515,-3.86714014631801 40.3317605172431,-3.86571372350454 40.3308090566052,-3.8639306949751 40.3287701672127,-3.86282521728745 40.3267832561089,-3.86282521728745 40.3252336133535,-3.86357408925903 40.3233304946409,-3.86467956694662 40.3216720188644,-3.86656957717904 40.3204485270091,-3.86999299192789 40.3191978235325,-3.87355904896992 40.3169682511786,-3.87494981122009 40.3151577123646,-3.87509245349634 40.3138525276754,-3.87484282950015 40.3124385491315,-3.87355904897987 40.3117587412182,-3.86999299193786 40.3102903327679,-3.86753241258344 40.3098008561874,-3.86325314414313 40.3086587303702,-3.86057860136586 40.3084411804078,-3.85872425170669 40.3076525559145,-3.85324580195612 40.303157895756,-3.84828898267395 40.2991871752741,-3.8458640638928 40.2975009083144,-3.84411669593663 40.2969569422524,-3.84115686860682 40.2968209500478,-3.83559381962937 40.2967393545962,-3.83318987016298 40.2963890795348,-3.82994475826368 40.2946211447326,-3.82595077437594 40.2922547596034,-3.82245603848051 40.2896162784875,-3.81953187170706 40.2867056695216,-3.81767752204792 40.2856447621855,-3.81589449353535 40.2854815441943,-3.80507377630593 40.2849544437299,-3.80393263806195 40.2849816469701,-3.80204262782951 40.2840295271277,-3.79951072732848 40.2828325574414,-3.7952747415674 40.2820436340215,-3.79384831875396 40.2825061074903,-3.79213661137106 40.2833222294269,-3.78757205836132 40.2863962002632,-3.78407732246589 40.2873754890406,-3.78268656022578 40.2880555423443,-3.77166869084954 40.2897964476228,-3.76828093665708 40.2894156284246,-3.76357374137103 40.287837926026,-3.76171939171186 40.2876203090133,-3.75583539760865 40.2884907728663,-3.74843679483072 40.2901228623853,-3.74472809551247 40.2941485146623,-3.74323035156937 40.2951004919645,-3.73959297338064 40.2958892629975,-3.73788126601474 40.2968412157693,-3.73681144890045 40.298228322954,-3.73681144890045 40.299642598995,-3.7382735322893 40.3052370857513,-3.73898674368755 40.3075214337849,-3.73845183513885 40.3088811280737,-3.73731069689487 40.3094249981326,-3.73470747524723 40.3098057045629,-3.73360199757656 40.3095881582886,-3.73091889905379 40.309443299949,-3.72859311837945 40.3089632957773,-3.72459913450859 40.309670325132,-3.72171062830841 40.3127430974931,-3.71875080096169 40.3155982031355,-3.71764830965566 40.3157124945534,-3.71529471202109 40.3151686751356,-3.71279847209337 40.3144073205875,-3.71080148015795 40.3147336164441,-3.70994562646649 40.3154949673132,-3.70994562646649 40.317153594826,-3.71037355331222 40.318730612713,-3.71219224239809 40.3206882388444,-3.71615056571255 40.3229720642561,-3.71978794388426 40.3249295673991,-3.724352496894 40.3262889111865,-3.72846669371177 40.328256685961,-3.73181878733098 40.331410166175,-3.73360181584351 40.3334217920921,-3.73502823865695 40.336058562265,-3.73731051516182 40.3371458601667,-3.7410192144801 40.3363575709337,-3.7484366131167 40.334889697479,-3.75207399128843 40.3346722320303,-3.75660600431598 40.3346178655538,-3.75824639055227 40.3332586895218,-3.75817506940564 40.3311383202397,-3.75796110598284 40.3288547711211,-3.75885262024755 40.3266719352581,-3.76166980530112 40.3243610476452,-3.76527152291644 40.3225938449181,-3.76830267139286 40.3221588340701,-3.77136948044256 40.3225938449181,-3.77300986667888 40.3241435482688,-3.77329515124831 40.3260738307552,-3.77179740728832 40.3280312439501,-3.77072759017403 40.329390525273,-3.77153253516295 40.3318704966079,-3.77427839908682 40.3349694417695,-3.78202947894064 40.341476846699,-3.78431175544546 40.3431076560118,-3.78609279884634 40.3435880960871,-3.78951621359522 40.3433978383914,-3.79162018725052 40.3422562809225,-3.79600643739377 40.3407885357979,-3.79907324646038 40.3409516201672,-3.80214005551014 40.3418213968097,-3.80588441538478 40.3429086018416,-3.80991405984585 40.3443219421891,-3.81198237292782 40.3451916753774)",1999,2003,999999,40101
281,112,"LINESTRING(2.07821699559091 41.4686637083789,2.07780442300074 41.4717551154208,2.07656670521797 41.4744599756423,2.07419441280922 41.4790193416743,2.07244097929183 41.4825738791178,2.07202840670161 41.4855100890855,2.07326612447218 41.4876735270832,2.07553527373642 41.4898368928326,2.07749499355504 41.4907640274734,2.07986728596381 41.4914593697465,2.08358043929985 41.4929272900322,2.08564330226295 41.4951677358084,2.0885313104186 41.4983351303611,2.09183189115222 41.502661077536,2.09262961835222 41.5041893409444,2.09308273182486 41.5071754638165,2.09317335451513 41.5098221394153,2.09262961835222 41.5138937367585,2.09244837297175 41.5164044274587,2.09172339144942 41.5188805058226,2.09072654182458 41.5206785745746,2.08814379506151 41.5246816425451,2.08755474754815 41.5267848502002,2.08827972909148 41.52902367355,2.08991093758021 41.5315337773045,2.0929921091342 41.534399692256,2.09426082685121 41.5363669156262,2.09497107133197 41.5384304800115,2.09578717703945 41.5399358063851,2.09698218897273 41.541113863458,2.09829378743171 41.5419428537121,2.09975111906502 41.5423791601106,2.10184967659669 41.5427063879698)",1918,1922,999999,9590
290,112,"LINESTRING(2.01511431697813 41.5699108521044,2.01000896448159 41.5702710657976,2.00587977203386 41.569962142634,2.00061505168219 41.5681085726116,1.99638262942722 41.565714299302,1.99060176001504 41.5629337415264,1.9870919464351 41.5623930636206,1.98378859249402 41.5628565021051,1.97986585967288 41.5650964079187,1.97449790950185 41.5687264351978,1.97119455554858 41.5703482963553,1.96789120159522 41.5697304492895,1.96551691594357 41.5677996391072,1.96293617067747 41.5650964079187,1.96045865520637 41.5640923218114,1.95714471558608 41.5641695597555,1.95208645484891 41.565328117873,1.94795726241341 41.5654825907234,1.93722136207126 41.5629337415264,1.92937589644131 41.5608482446735,1.92648546172913 41.5611572114155,1.92400794627025 41.5627020229765,1.92287241835422 41.5663321847763,1.92070459231695 41.5755225335927,1.92235626929357 41.5807735744494,1.92122074137748 41.584788788202,1.91905291534027 41.5863330347017,1.90294906482708 41.5907339345947,1.89964571089629 41.5932861759019,1.89768434448578 41.5972234132074,1.89262608374852 41.6034761788059,1.89262608374852 41.6067953020132,1.89634235694299 41.6127384216018,1.89675527618411 41.6159798924247,1.89365838185739 41.6189125113671,1.88777428262583 41.6201472583994,1.87941266793536 41.6201472583994,1.8754899351265 41.6203016001196,1.87227541343299 41.6219844172111,1.87041727684192 41.6256884109316,1.8678365315636 41.6319384178465,1.87031404702248 41.6349474643307,1.87196572399915 41.6380335199311,1.87103665570967 41.6405022580222,1.86732038251532 41.643125188615,1.86329441988701 41.6448223221117,1.86030075536758 41.6463651319516,1.8604039851748 41.6480621801096,1.86463640742974 41.6587356234041,1.86608162477975 41.6622832644433,1.86484286704422 41.6656764773445,1.86133305347644 41.6699948533152,1.85710063122147 41.6763176669448,1.85493280520677 41.6796786753256,1.84770671843239 41.6820687206945,1.84388721543075 41.6814519432939,1.84017094223634 41.6823771071778,1.83882895469358 41.6840732064317,1.83841603545247 41.6880819905744,1.84110001053799 41.6913196723447,1.84440336447906 41.6950196805533,1.84378398562356 41.6981799356834,1.84099678069597 41.7058718686721,1.83800311617662 41.7075673484761,1.83263516601778 41.7093398477433,1.82995119093223 41.7126535196394,1.83139640828227 41.7169687432208,1.83067379960724 41.7192803509625,1.82809305432892 41.7203590727856,1.82478970037562 41.7203590727856)",0,1860,999999,32135
803,211,"LINESTRING(0.078551000483202 51.5384965573954,0.083689478946269 51.5363777614727,0.0913105931070106 51.5337560638949,0.0987007643936408 51.5318884612015,0.110940735592408 51.5296975219141,0.11948562115694 51.5287277282385,0.123815799471544 51.5275064771127,0.129300692218038 51.5269317593995,0.132418420731625 51.5268239990253,0.134323699271761 51.5270395195244,0.136633127809233 51.5270395195244,0.140501420585025 51.5265725571469,0.149046306149643 51.5255667757595,0.169369277201781 51.5234114551205,0.175951148572523 51.522297832711,0.180512269915113 51.5212919568998,0.185073391257674 51.5196034725526,0.189057155461285 51.5176275071249,0.191770733996009 51.5159029581529,0.234610633411705 51.4913569880401,0.236920061886906 51.4899549889196,0.238190247592627 51.4884810459407,0.23853666185758 51.4868272970943,0.238363454734355 51.4854251586986,0.237439683311948 51.4838791612588,0.236920061886906 51.4822971561323,0.236920061886906 51.4813623091259,0.237324211884186 51.4803555293791,0.238190247592627 51.4790610656212,0.239806847563329 51.4779823177548,0.241423447534004 51.4772990975748,0.24338646176966 51.4769395038985,0.24731249027775 51.4766518269175,0.275487518327736 51.4742064993036,0.281953918179738 51.4740626523108,0.288535789490282 51.474350345627,0.29667652505762 51.4749616878937,0.304586317769321 51.4755011007304,0.31353535331283 51.476256267996,0.319828546053856 51.4765439474718,0.322484388856253 51.4763641480142,0.326583624459033 51.4756449429926,0.329874560114291 51.4748178432977,0.333627381462321 51.4732355238393,0.336802845689732 51.4716531495009,0.353834881218205 51.4624455191111)",1852,1854,999999,22614
1534,431,"LINESTRING(139.539677642355 35.7273290456462,139.547675042305 35.7281987299634,139.552707674028 35.7286335685613)",1927,1927,999999,1188
519,163,"LINESTRING(-0.121353991483289 51.5302208705347,-0.117818254457575 51.5293410267397,-0.112337862058581 51.5262614395552,-0.107387830219778 51.5222466649338,-0.104647634034421 51.5194416123585,-0.10367530635483 51.5148761573895,-0.103056552367917 51.5117405798883)",1863,1866,999999,2569
521,163,"LINESTRING(-0.103426738959428 51.5072434044579,-0.103036976759256 51.5055452140677,-0.101910997083678 51.5032808617514,-0.100828324319224 51.501259023523,-0.100048799932694 51.4991292569241,-0.0986629787903439 51.4971611562765,-0.0984031373235439 51.494572839748)",1863,1864,999999,1463
245,111,"LINESTRING(-99.1398763354942 19.3436836048249,-99.1415107804434 19.3437556213801,-99.1432079138717 19.3437971678112,-99.1434365791962 19.3437867977562,-99.1435694065635 19.3437554240333,-99.1437368764959 19.3436711138459,-99.1438787106627 19.3435402395568,-99.1439684804473 19.3433236249042,-99.1440022493122 19.3431649161211,-99.1440089088973 19.3429992310738,-99.1439943159309 19.3428152401712,-99.143433994577 19.3408342363494,-99.1428350318473 19.3388068714336,-99.1418518971316 19.3357293868067,-99.140612358142 19.3317129161055,-99.1393022524927 19.3274882071103,-99.1381495428265 19.323787731913,-99.1379168773897 19.322998220049,-99.137784722752 19.322329318899,-99.1377126384047 19.3216717523822,-99.1377486805809 19.3212409315081,-99.1378808352135 19.3208101094981,-99.1380250039081 19.3203225990109,-99.138786266973 19.3179361206592,-99.1404059047997 19.3131094380944,-99.140941721428 19.3110313624776,-99.1414569244631 19.3096334845714,-99.1417402861361 19.3090500189537,-99.1420365278843 19.3085516404225,-99.143063424495 19.3072199719108,-99.147011476576 19.3018510384411,-99.1475395598425 19.3012189208148,-99.1477456410598 19.3009636417332,-99.1480805230331 19.3006840498921,-99.1496132520739 19.29954136525,-99.1499996544212 19.2992617711732,-99.150192855558 19.2990186453331,-99.1504118168503 19.2985931742539,-99.1506436582177 19.2979732001206,-99.1506822984428 19.2976449775684,-99.1506822984428 19.297207346478,-99.1507080585984 19.2958822896573,-99.1507209388167 19.2932780368689,-99.1507080587417 19.2929376481537,-99.1506050181303 19.2925972587204,-99.1504762173743 19.2922447117816,-99.1503602966879 19.2919772618825,-99.1499738944089 19.2915274587751,-99.1492397300816 19.2908831440679,-99.1467287352841 19.2887106148942,-99.1396181999014 19.2827085335766,-99.1379309101083 19.2812739412372,-99.1376604285157 19.2811402073715,-99.1368747438773 19.2809700004849,-99.1341699279299 19.2802891711693,-99.1338479260262 19.2801189633982,-99.1334615237472 19.2797785473151,-99.1332168023048 19.27954755029,-99.1325212782916 19.2789396619787,-99.132250796699 19.2784533495841,-99.1321091158625 19.2779305621468,-99.1308679028869 19.2747932986451,-99.1304428604409 19.2737841734562,-99.1290080158575 19.2703389935161,-99.1288405748708 19.2700228740297,-99.1284670526669 19.2695608521442,-99.1280162500072 19.2691717800677,-99.1254273547788 19.2678343377754,-99.1181431068104 19.264170491911,-99.1113085465726 19.2607425767366,-99.1107201439869 19.2604336942743,-99.1100352455958 19.2600638279925,-99.1095330611098 19.2598589492869,-99.1092759848939 19.2597887271782,-99.1084797945754 19.2595612574456,-99.1080655669267 19.2594442556604)",1980,1986,999999,12591
958,227,"LINESTRING(9.13527939544008 45.4865086809938,9.13317526597882 45.4870405060896,9.13248285911234 45.4871295007999,9.13176737201528 45.4871618624803,9.13087878319919 45.4872993994012,9.1296786112932 45.4876184673385,9.12918238637624 45.4878773579937,9.1273013477165 45.4896329288727,9.1241378564745 45.4927277716324,9.12344544960797 45.4931160719469,9.12286844389396 45.4932940420285,9.12210679633591 45.493391116382,9.12116050695323 45.4935043695841,9.11982846347118 45.4936801111585,9.11900911534653 45.4938419005434,9.11611493736797 45.4947155552022,9.11394450536343 45.4954989112407,9.11032090942689 45.4971571768667,9.10664958036341 45.4990289899676,9.10495318354765 45.4996275515207,9.10347122618123 45.5000852065247,9.10283651989096 45.5003763939636,9.101117042835 45.5016543654709)",,1980,999999,3259
1535,431,"LINESTRING(139.55272354457 35.7286120042325,139.558942576367 35.7291306902577,139.560135267413 35.7291479797373,139.561966900058 35.7289405057776,139.564437474357 35.728681162568)",1927,1927,999999,1066
1536,431,"LINESTRING(139.564448779709 35.7286883506857,139.577440592722 35.7275299408182)",1927,1927,999999,1182
957,227,"LINESTRING(9.08991602582458 45.505833153153,9.08827982319255 45.5062621929615,9.08799042680914 45.5064026052751,9.08765650792111 45.5066990301281,9.08463059899171 45.5103062424382,9.08377911822691 45.5114400823545,9.08342869665961 45.5124330055382,9.08336775378675 45.5134472638237,9.08370293966158 45.5146293690159,9.08457137571904 45.5162734617108,9.08781658414952 45.5208470072704)",,2005,999999,1937
963,227,"LINESTRING(9.12083921174309 45.4572301419271,9.11580000094773 45.4559224435455,9.11294140056111 45.4552966815986,9.11054907160141 45.4548176667383)",,1992,999999,849
293,112,"LINESTRING(2.29479317518312 41.6288006596612,2.29490624755243 41.6295146089302,2.29520989830499 41.6323105561184,2.29714429757476 41.6494798170479,2.29649459902799 41.6511789418879,2.29541176812086 41.6532421046482,2.29562833430739 41.6568019163901,2.29476206957401 41.6590266988156,2.29173014302637 41.6638491271578,2.29048488748248 41.6710078236828,2.29032246283549 41.6785889525973,2.2889147826549 41.6815812655268,2.28848165029464 41.6848160419142,2.28815680103409 41.6939687397625,2.28826508412092 41.6964752229582,2.28674912085353 41.7003560364927,2.28588285612011 41.702296355435,2.28317577885866 41.7052471449392,2.27808647358111 41.7085624052073,2.27397171612637 41.7117149913556,2.27148120503867 41.7157969565263,2.27142706350162 41.7180196998277,2.27137292194399 41.7254103621742,2.27072322339717 41.7275519593833,2.26823271230953 41.729653079715,2.26725816448925 41.7317137271334,2.26660846595524 41.7361984371439,2.26411795488562 41.7389900678215,2.26292684087878 41.7410100173663,2.26292684087878 41.742827917625,2.26319754860239 41.7452113088787,2.2616274437851 41.7471502737945,2.2591369326974 41.748927606856,2.25351385558767 41.7498162549514,2.25064435367676 41.7505837138421,2.24934495659591 41.7528456445829,2.24880354113591 41.7554709999482,2.24853283340983 41.7588643834187,2.24956152276712 41.7617721902551,2.2496698058668 41.7636298867513,2.24837040877313 41.7660528883185,2.24458050055827 41.7716461793589,2.24393080201142 41.7734632120518,2.24468878365801 41.7763299811702,2.24468878365801 41.7787121284574,2.24376837737478 41.7811749334638,2.24219827257036 41.7834761575716,2.24095301702647 41.7847680366651,2.23938291221396 41.7864509521157,2.23705482576293 41.7888730916742,2.23505158858541 41.7897208189033,2.23099097268047 41.7903666987949,2.22792770225561 41.7920217362933,2.22619517280162 41.7948876757764,2.22402951098738 41.7972691336413,2.22300082163011 41.7993679722898,2.22213455689672 41.8018299838613,2.22256768926977 41.8039286731354,2.22413779408706 41.806501842114,2.22624931435149 41.8081161068676,2.22868568388932 41.8104567185143,2.23052649644299 41.813362186409,2.23296286598077 41.8147341671114,2.2355616601553 41.8153797949122,2.23821459587973 41.81634822442,2.23924328524987 41.8177201411496,2.24162551323005 41.8211535149777,2.24222107022706 41.8239778054572,2.24270834413718 41.829626012681,2.24352046730792 41.8319254971745,2.24444087359117 41.8345476155139,2.24471158131223 41.8382722128238,2.24611926149277 41.8406117223449,2.24877219721714 41.8433544866501,2.25332008703222 41.8464601219428,2.25694757056399 41.8481137104028,2.26019606329825 41.8500495645285,2.26322798983301 41.8523079869759,2.26463567003472 41.8539691636882,2.26496051930812 41.8562274477371,2.26371526376428 41.8587275977916,2.2614954604002 41.8624373177403,2.25846353385759 41.8656604162299,2.25543160732275 41.8745301658371,2.25532332423595 41.8765861593392,2.25851767540746 41.8856438814703,2.25846353385759 41.8882234924824,2.25261624694633 41.8983841628269,2.25218311458602 41.901769205661,2.25239968075977 41.9065240817902,2.25158755759679 41.9129308518398,2.25007159432943 41.9182489123979,2.24850148951214 41.9222371670125,2.24833906489079 41.927948838735,2.24871805571405 41.9311712001434)",0,1875,999999,37729
